row_id,raw_json
2612,"{""problems"": [""Poor_cleanliness"", ""Aggressive_vendors"", ""Scam""]}"
2391,"{""problems"": [""Scam"", ""Other""]}"
9432,"{""problems"": [""Overcrowding"", ""Poor_condition""]}"
9781,"{""problems"": []}"
8337,"{""problems"": [""Aggressive_vendors"", ""Overcrowding""]}"
12732,"{""problems"": []}"
2899,"{""problems"": [""Safety"", ""Bad_smell""]}"
3050,"{""problems"": []}"
10616,"{""problems"": [""Other""]}"
676,"{""problems"": [""Safety""]}"
13805,"{""problems"": []}"
11318,"{""problems"": [""Overcrowding""]}"
6851,"{""problems"": [""Safety"", ""Bad_smell"", ""Aggressive_vendors""]}"
12225,"{""problems"": [""Other""]}"
6873,"{""problems"": []}"
10914,"{""problems"": [""Other"", ""Other""]}"
274,"{""problems"": [""Safety"", ""Poor_cleanliness"", ""Scam""]}"
4820,"{""problems"": [""Aggressive_vendors"", ""Navigation_difficulty""]}"
13964,"{""problems"": []}"
12262,"{""problems"": []}"
2577,"{""problems"": [""Overcrowding"", ""Poor_cleanliness"", ""Safety""]}"
6580,"{""problems"": [""Aggressive_vendors""]}"
13740,"{""problems"": [""Poor_condition""]}"
1452,"{""problems"": [""Overcrowding"", ""Safety"", ""Getting_lost""]}"
14115,"{""problems"": [""Poor_condition""]}"
8358,"{""problems"": [""Other""]}"
2243,"{""problems"": [""Overcrowding"", ""Bad_smell"", ""Poor_cleanliness""]}"
9925,"{""problems"": [""Poor_condition""]}"
14095,"{""problems"": []}"
13616,"{""problems"": [""Poor_condition""]}"
665,"{""problems"": [""Safety""]}"
10743,"{""problems"": [""Poor_condition"", ""Overcrowding"", ""High_prices""]}"
7977,"{""problems"": [""Poor_cleanliness"", ""Bad_smell"", ""Getting_lost""]}"
1392,"{""problems"": [""Safety"", ""Scam"", ""Bad_smell""]}"
7034,"{""problems"": [""Bad_smell"", ""Overcrowding"", ""Safety""]}"
9319,"{""problems"": [""Overcrowding""]}"
267,"{""problems"": [""Aggressive_vendors"", ""Safety""]}"
3953,"{""problems"": [""High_prices"", ""Other""]}"
14160,"{""problems"": [""Overcrowding"", ""Other""]}"
13732,"{""problems"": [""Other""]}"
2546,"{""problems"": [""Overcrowding"", ""Bad_smell"", ""Poor_cleanliness""]}"
14466,"{""problems"": [""Other""]}"
8424,"{""problems"": [""Scam"", ""Safety""]}"
1221,"{""problems"": [""Aggressive_vendors"", ""Scam"", ""Safety""]}"
1831,"{""problems"": [""Navigation_difficulty"", ""Safety"", ""Other""]}"
13700,"{""problems"": [""Other""]}"
13263,"{""problems"": []}"
3977,"{""problems"": [""Safety""]}"
184,"{""problems"": [""Other""]}"
3323,"{""problems"": [""Other""]}"
1663,"{""problems"": [""Bad_smell"", ""Safety""]}"
7686,"{""problems"": [""Overcrowding"", ""Safety"", ""Aggressive_vendors""]}"
6751,"{""problems"": []}"
10019,"{""problems"": [""Other""]}"
6436,"{""problems"": []}"
7546,"{""problems"": [""Getting_lost""]}"
4568,"{""problems"": [""Other""]}"
4403,"{""problems"": [""Aggressive_vendors"", ""Overcrowding""]}"
10850,"{""problems"": [""Poor_condition"", ""Other"", ""High_prices""]}"
5345,"{""problems"": []}"
6123,"{""problems"": []}"
3555,"{""problems"": []}"
2113,"{""problems"": []}"
5087,"{""problems"": []}"
8127,"{""problems"": [""Poor_cleanliness"", ""Bad_smell"", ""Safety""]}"
2340,"{""problems"": [""Safety"", ""Scam""]}"
12917,"{""problems"": []}"
5851,"{""problems"": [""Aggressive_vendors""]}"
378,"{""problems"": [""Poor_cleanliness"", ""Aggressive_vendors"", ""Bad_smell""]}"
13637,"{""problems"": [""Overcrowding""]}"
12761,"{""problems"": []}"
7509,"{""problems"": []}"
2658,"{""problems"": [""Scam"", ""High_prices"", ""Aggressive_vendors""]}"
10627,"{""problems"": [""Other""]}"
14234,"{""problems"": []}"
13492,"{""problems"": [""Other""]}"
10396,"{""problems"": [""Poor_condition""]}"
9184,"{""problems"": [""Other"", ""Overcrowding"", ""High_prices""]}"
13322,"{""problems"": [""Other"", ""High_prices""]}"
6328,"{""problems"": [""Poor_cleanliness"", ""Aggressive_vendors"", ""Scam""]}"
10339,"{""problems"": [""Overcrowding""]}"
7717,"{""problems"": [""Other""]}"
7289,"{""problems"": [""Scam""]}"
3581,"{""problems"": [""Aggressive_vendors"", ""High_prices""]}"
3483,"{""problems"": [""Safety""]}"
5354,"{""problems"": [""Aggressive_vendors"", ""High_prices"", ""Other""]}"
10851,"{""problems"": [""High_prices""]}"
6287,"{""problems"": [""Safety""]}"
5359,"{""problems"": []}"
8929,"{""problems"": [""Aggressive_vendors"", ""Scam""]}"
668,"{""problems"": [""Scam"", ""Aggressive_vendors""]}"
10498,"{""problems"": [""High_prices"", ""Poor_condition""]}"
11111,"{""problems"": [""Poor_condition""]}"
2930,"{""problems"": [""Overcrowding"", ""Navigation_difficulty"", ""Aggressive_vendors""]}"
5067,"{""problems"": [""Overcrowding""]}"
